file,seconds
1188-133604-0033.wav,6.62
1188-133604-0034.wav,20.91
1188-133604-0035.wav,2.92
1188-133604-0036.wav,7.97
1188-133604-0037.wav,14.51
1188-133604-0038.wav,5.37
1188-133604-0039.wav,6.62
1188-133604-0040.wav,3.23
1188-133604-0041.wav,10.07
1188-133604-0042.wav,2.66
1188-133604-0043.wav,4.88
1188-133604-0044.wav,18.55
121-121726-0000.wav,8.46
121-121726-0001.wav,5.92
121-121726-0002.wav,4.41
121-121726-0003.wav,6.75
121-121726-0004.wav,4.02
121-121726-0005.wav,3.10
121-121726-0006.wav,3.90
121-121726-0007.wav,6.73
121-121726-0008.wav,4.99
121-121726-0009.wav,7.26
121-121726-0010.wav,9.81
121-121726-0011.wav,4.04
121-121726-0012.wav,4.04
121-121726-0013.wav,2.49
121-121726-0014.wav,3.17
121-123852-0000.wav,17.70
121-123852-0001.wav,1.87
121-123852-0002.wav,17.29
121-123852-0003.wav,23.50
121-123852-0004.wav,16.29
121-123859-0000.wav,17.39
121-123859-0001.wav,25.39
121-123859-0002.wav,30.04
121-123859-0003.wav,10.82
121-123859-0004.wav,9.51
121-127105-0000.wav,9.88
121-127105-0001.wav,5.03
121-127105-0002.wav,7.50
121-127105-0003.wav,7.72
121-127105-0004.wav,2.11
121-127105-0005.wav,5.82
121-127105-0006.wav,4.72
121-127105-0007.wav,5.79
121-127105-0008.wav,2.76
121-127105-0009.wav,2.29
121-127105-0010.wav,2.85
121-127105-0011.wav,5.78
121-127105-0012.wav,4.83
121-127105-0013.wav,5.89
121-127105-0014.wav,2.25
121-127105-0015.wav,2.96
121-127105-0016.wav,2.03
121-127105-0017.wav,2.69
121-127105-0018.wav,2.77
121-127105-0019.wav,3.52
121-127105-0020.wav,14.36
121-127105-0021.wav,2.00
121-127105-0022.wav,5.08
121-127105-0023.wav,10.91
121-127105-0024.wav,14.45
121-127105-0025.wav,16.07
121-127105-0026.wav,7.53
121-127105-0027.wav,13.87
121-127105-0028.wav,6.75
121-127105-0029.wav,7.31
121-127105-0030.wav,2.17
121-127105-0031.wav,10.77
121-127105-0032.wav,3.17
121-127105-0033.wav,2.35
121-127105-0034.wav,7.41
121-127105-0035.wav,14.15
121-127105-0036.wav,4.15
1221-135766-0000.wav,12.44
1221-135766-0001.wav,16.71
1221-135766-0002.wav,4.83
1221-135766-0003.wav,13.72
1221-135766-0004.wav,7.44
1221-135766-0005.wav,16.64
1221-135766-0006.wav,11.41
1221-135766-0007.wav,8.79
1221-135766-0008.wav,10.78
1221-135766-0009.wav,10.19
1221-135766-0010.wav,15.05
1221-135766-0011.wav,21.34
1221-135766-0012.wav,16.22
1221-135766-0013.wav,3.65
1221-135766-0014.wav,4.75
1221-135766-0015.wav,2.63
1221-135767-0000.wav,24.85
1221-135767-0001.wav,13.43
1221-135767-0002.wav,16.12
1221-135767-0003.wav,18.63
1221-135767-0004.wav,19.09
1221-135767-0005.wav,5.87
1221-135767-0006.wav,20.56
1221-135767-0007.wav,12.77
1221-135767-0008.wav,3.10
1221-135767-0009.wav,13.34
1221-135767-0010.wav,8.20
1221-135767-0011.wav,16.51
1221-135767-0012.wav,13.88
1221-135767-0013.wav,11.98
1221-135767-0014.wav,7.07
1221-135767-0015.wav,2.85
1221-135767-0016.wav,15.26
1221-135767-0017.wav,16.72
1221-135767-0018.wav,11.16
1221-135767-0019.wav,3.78
1221-135767-0020.wav,3.35
1221-135767-0021.wav,12.72
1221-135767-0022.wav,14.39
1221-135767-0023.wav,16.27
1221-135767-0024.wav,5.85
1284-1180-0000.wav,8.12
1284-1180-0001.wav,7.75
1284-1180-0002.wav,7.68
1284-1180-0003.wav,4.83
1284-1180-0004.wav,4.29
1284-1180-0005.wav,6.55
1284-1180-0006.wav,6.87
1284-1180-0007.wav,6.26
1284-1180-0008.wav,10.49
1284-1180-0009.wav,6.29
1284-1180-0010.wav,8.63
1284-1180-0011.wav,4.28
1284-1180-0012.wav,4.88
1284-1180-0013.wav,3.71
1284-1180-0014.wav,3.67
1284-1180-0015.wav,5.83
1284-1180-0016.wav,2.13
1284-1180-0017.wav,10.68
1284-1180-0018.wav,12.01
1284-1180-0019.wav,15.03
1284-1180-0020.wav,5.87
1284-1180-0021.wav,9.84
1284-1180-0022.wav,2.88
1284-1180-0023.wav,5.61
1284-1180-0024.wav,5.26
1284-1180-0025.wav,8.71
1284-1180-0026.wav,8.29
1284-1180-0027.wav,3.27
1284-1180-0028.wav,6.04
1284-1180-0029.wav,5.33
1284-1180-0030.wav,16.22
1284-1180-0031.wav,4.83
1284-1180-0032.wav,5.78
1284-1181-0000.wav,3.96
1284-1181-0001.wav,11.43
1284-1181-0002.wav,3.83
1284-1181-0003.wav,4.50
1284-1181-0004.wav,7.15
1284-1181-0005.wav,3.85
1284-1181-0006.wav,11.40
1284-1181-0007.wav,4.04
1284-1181-0008.wav,6.08
1284-1181-0009.wav,5.25
1284-1181-0010.wav,6.43
1284-1181-0011.wav,7.75
1284-1181-0012.wav,8.51
1284-1181-0013.wav,12.66
1284-1181-0014.wav,7.92
1284-1181-0015.wav,5.12
1284-1181-0016.wav,9.52
1284-1181-0017.wav,11.78
1284-1181-0018.wav,3.16
1284-1181-0019.wav,3.20
1284-1181-0020.wav,6.73
1284-1181-0021.wav,2.70
1284-134647-0000.wav,8.53
1284-134647-0001.wav,10.28
1284-134647-0002.wav,15.11
1284-134647-0003.wav,20.14
1284-134647-0004.wav,12.84
1284-134647-0005.wav,23.34
1284-134647-0006.wav,10.15
1284-134647-0007.wav,14.17
1320-122612-0000.wav,13.48
1320-122612-0001.wav,9.52
1320-122612-0002.wav,7.46
1320-122612-0003.wav,9.87
1320-122612-0004.wav,6.42
1320-122612-0005.wav,5.92
1320-122612-0006.wav,4.84
1320-122612-0007.wav,5.54
1320-122612-0008.wav,7.88
1320-122612-0009.wav,3.88
1320-122612-0010.wav,10.20
1320-122612-0011.wav,13.70
1320-122612-0012.wav,10.49
1320-122612-0013.wav,6.55
1320-122612-0014.wav,3.52
1320-122612-0015.wav,6.38
1320-122612-0016.wav,3.49
1320-122617-0000.wav,7.83
1320-122617-0001.wav,14.05
1320-122617-0002.wav,13.59
1320-122617-0003.wav,6.29
1320-122617-0004.wav,12.26
1320-122617-0005.wav,4.40
1320-122617-0006.wav,5.66
1320-122617-0007.wav,18.52
1320-122617-0008.wav,4.18
1320-122617-0009.wav,7.71
1320-122617-0010.wav,10.00
1320-122617-0011.wav,9.76
1320-122617-0012.wav,7.59
1320-122617-0013.wav,10.76
1320-122617-0014.wav,4.90
1320-122617-0015.wav,5.12
1320-122617-0016.wav,10.09
1320-122617-0017.wav,5.66
1320-122617-0018.wav,9.70
1320-122617-0019.wav,8.23
1320-122617-0020.wav,8.89
1320-122617-0021.wav,5.33
1320-122617-0022.wav,3.85
1320-122617-0023.wav,7.82
1320-122617-0024.wav,7.55
1320-122617-0025.wav,6.36
1320-122617-0026.wav,5.22
1320-122617-0027.wav,5.69
1320-122617-0028.wav,15.99
1320-122617-0029.wav,7.88
1320-122617-0030.wav,3.98
1320-122617-0031.wav,6.29
1320-122617-0032.wav,11.28
1320-122617-0033.wav,11.04
1320-122617-0034.wav,9.48
1320-122617-0035.wav,18.22
1320-122617-0036.wav,12.37
1320-122617-0037.wav,7.18
1320-122617-0038.wav,2.24
1320-122617-0039.wav,7.05
1320-122617-0040.wav,7.97
1320-122617-0041.wav,4.15
1580-141083-0000.wav,8.94
1580-141083-0001.wav,10.26
1580-141083-0002.wav,6.13
1580-141083-0003.wav,6.55
1580-141083-0004.wav,4.51
1580-141083-0005.wav,2.75
1580-141083-0006.wav,10.85
1580-141083-0007.wav,4.57
1580-141083-0008.wav,4.30
1580-141083-0009.wav,7.04
1580-141083-0010.wav,5.32
1580-141083-0011.wav,2.83
1580-141083-0012.wav,7.07
1580-141083-0013.wav,4.32
1580-141083-0014.wav,2.85
1580-141083-0015.wav,4.99
1580-141083-0016.wav,4.25
1580-141083-0017.wav,2.28
1580-141083-0018.wav,2.67
1580-141083-0019.wav,2.71
1580-141083-0020.wav,5.13
1580-141083-0021.wav,3.71
1580-141083-0022.wav,3.29
1580-141083-0023.wav,3.33
1580-141083-0024.wav,4.48
1580-141083-0025.wav,3.90
1580-141083-0026.wav,4.78
1580-141083-0027.wav,5.22
1580-141083-0028.wav,2.58
1580-141083-0029.wav,10.05
1580-141083-0030.wav,3.48
1580-141083-0031.wav,6.25
1580-141083-0032.wav,4.13
1580-141083-0033.wav,7.45
1580-141083-0034.wav,6.99
1580-141083-0035.wav,4.98
1580-141083-0036.wav,3.98
1580-141083-0037.wav,5.73
1580-141083-0038.wav,7.54
1580-141083-0039.wav,3.73
1580-141083-0040.wav,3.75
1580-141083-0041.wav,3.58
1580-141083-0042.wav,5.87
1580-141083-0043.wav,2.74
1580-141083-0044.wav,5.50
1580-141083-0045.wav,4.36
1580-141083-0046.wav,3.53
1580-141083-0047.wav,2.60
1580-141083-0048.wav,2.79
1580-141083-0049.wav,3.85
1580-141083-0050.wav,3.08
1580-141083-0051.wav,1.98
1580-141083-0052.wav,3.45
1580-141083-0053.wav,4.01
1580-141084-0000.wav,4.62
1580-141084-0001.wav,3.27
1580-141084-0002.wav,5.91
1580-141084-0003.wav,4.10
1580-141084-0004.wav,9.01
1580-141084-0005.wav,2.52
1580-141084-0006.wav,2.13
1580-141084-0007.wav,2.02
1580-141084-0008.wav,6.79
1580-141084-0009.wav,4.68
1580-141084-0010.wav,4.47
1580-141084-0011.wav,5.00
1580-141084-0012.wav,2.48
1580-141084-0013.wav,2.23
1580-141084-0014.wav,3.97
1580-141084-0015.wav,3.47
1580-141084-0016.wav,5.96
1580-141084-0017.wav,2.00
1580-141084-0018.wav,3.35
1580-141084-0019.wav,3.12
1580-141084-0020.wav,2.86
1580-141084-0021.wav,4.01
1580-141084-0022.wav,2.06
1580-141084-0023.wav,8.73
1580-141084-0024.wav,9.19
1580-141084-0025.wav,2.38
1580-141084-0026.wav,7.00
1580-141084-0027.wav,3.36
1580-141084-0028.wav,2.65
1580-141084-0029.wav,8.07
1580-141084-0030.wav,2.15
1580-141084-0031.wav,6.47
1580-141084-0032.wav,5.00
1580-141084-0033.wav,7.00
1580-141084-0034.wav,4.49
1580-141084-0035.wav,2.63
1580-141084-0036.wav,2.48
1580-141084-0037.wav,2.96
1580-141084-0038.wav,2.96
1580-141084-0039.wav,4.88
1580-141084-0040.wav,5.99
1580-141084-0041.wav,7.99
1580-141084-0042.wav,5.06
1580-141084-0043.wav,2.06
1580-141084-0044.wav,2.90
1580-141084-0045.wav,3.62
1580-141084-0046.wav,2.35
1580-141084-0047.wav,5.25
1580-141084-0048.wav,9.27
1580-141084-0049.wav,7.58
1580-141084-0050.wav,2.78
1995-1826-0000.wav,9.48
1995-1826-0001.wav,10.17
1995-1826-0002.wav,4.61
1995-1826-0003.wav,3.09
1995-1826-0004.wav,3.04
1995-1826-0005.wav,5.12
1995-1826-0006.wav,2.46
1995-1826-0007.wav,7.06
1995-1826-0008.wav,2.90
1995-1826-0009.wav,7.57
1995-1826-0010.wav,2.44
1995-1826-0011.wav,8.94
1995-1826-0012.wav,6.18
1995-1826-0013.wav,8.77
1995-1826-0014.wav,2.50
1995-1826-0015.wav,3.55
1995-1826-0016.wav,5.90
1995-1826-0017.wav,6.14
1995-1826-0018.wav,5.01
1995-1826-0019.wav,5.25
1995-1826-0020.wav,6.12
1995-1826-0021.wav,11.41
1995-1826-0022.wav,4.75
1995-1826-0023.wav,8.14
1995-1826-0024.wav,5.09
1995-1826-0025.wav,3.29
1995-1826-0026.wav,15.45
1995-1836-0000.wav,8.96
1995-1836-0001.wav,6.00
1995-1836-0002.wav,2.31
1995-1836-0003.wav,7.96
1995-1836-0004.wav,33.91
1995-1836-0005.wav,10.90
1995-1836-0006.wav,7.71
1995-1836-0007.wav,3.44
1995-1836-0008.wav,6.99
1995-1836-0009.wav,6.71
1995-1836-0010.wav,24.45
1995-1836-0011.wav,4.71
1995-1836-0012.wav,3.69
1995-1836-0013.wav,5.30
1995-1836-0014.wav,9.04
1995-1837-0000.wav,3.87
1995-1837-0001.wav,8.73
1995-1837-0002.wav,2.79
1995-1837-0003.wav,7.36
1995-1837-0004.wav,6.36
1995-1837-0005.wav,2.63
1995-1837-0006.wav,2.96
1995-1837-0007.wav,8.80
1995-1837-0008.wav,1.96
1995-1837-0009.wav,3.76
1995-1837-0010.wav,3.48
1995-1837-0011.wav,3.38
1995-1837-0012.wav,8.24
1995-1837-0013.wav,3.19
1995-1837-0014.wav,12.46
1995-1837-0015.wav,4.49
1995-1837-0016.wav,7.19
1995-1837-0017.wav,3.10
1995-1837-0018.wav,12.82
1995-1837-0019.wav,5.38
1995-1837-0020.wav,3.21
1995-1837-0021.wav,3.09
1995-1837-0022.wav,3.42
1995-1837-0023.wav,16.96
1995-1837-0024.wav,5.38
1995-1837-0025.wav,9.51
1995-1837-0026.wav,8.10
1995-1837-0027.wav,6.71
1995-1837-0028.wav,2.34
1995-1837-0029.wav,5.58
2094-142345-0000.wav,22.57
2094-142345-0001.wav,8.03
2094-142345-0002.wav,15.52
2094-142345-0003.wav,14.68
2094-142345-0004.wav,2.64
2094-142345-0005.wav,9.09
2094-142345-0006.wav,13.82
2094-142345-0007.wav,2.70
2094-142345-0008.wav,31.65
2094-142345-0009.wav,14.40
2094-142345-0010.wav,30.61
2094-142345-0011.wav,16.26
2094-142345-0012.wav,16.13
2094-142345-0013.wav,14.25
2094-142345-0014.wav,12.99
2094-142345-0015.wav,15.02
2094-142345-0016.wav,2.26
2094-142345-0017.wav,2.83
2094-142345-0018.wav,3.15
2094-142345-0019.wav,2.66
2094-142345-0020.wav,2.44
2094-142345-0021.wav,5.33
2094-142345-0022.wav,2.28
2094-142345-0023.wav,5.18
2094-142345-0024.wav,5.27
2094-142345-0025.wav,3.60
2094-142345-0026.wav,2.83
2094-142345-0027.wav,5.63
2094-142345-0028.wav,6.84
2094-142345-0029.wav,8.53
2094-142345-0030.wav,16.12
2094-142345-0031.wav,2.78
2094-142345-0032.wav,3.24
2094-142345-0033.wav,12.87
2094-142345-0034.wav,7.99
2094-142345-0035.wav,3.58
2094-142345-0036.wav,6.92
2094-142345-0037.wav,10.49
2094-142345-0038.wav,20.25
2094-142345-0039.wav,6.28
2094-142345-0040.wav,2.38
2094-142345-0041.wav,1.42
2094-142345-0042.wav,2.46
2094-142345-0043.wav,7.35
2094-142345-0044.wav,3.52
2094-142345-0045.wav,3.00
2094-142345-0046.wav,1.91
2094-142345-0047.wav,2.21
2094-142345-0048.wav,6.39
2094-142345-0049.wav,6.12
2094-142345-0050.wav,4.04
2094-142345-0051.wav,5.31
2094-142345-0052.wav,6.53
2094-142345-0053.wav,3.40
2094-142345-0054.wav,5.68
2094-142345-0055.wav,2.65
2094-142345-0056.wav,3.84
2094-142345-0057.wav,10.08
2094-142345-0058.wav,4.93
2094-142345-0059.wav,10.01
2094-142345-0060.wav,2.71
2300-131720-0000.wav,5.08
2300-131720-0001.wav,14.63
2300-131720-0002.wav,13.12
2300-131720-0003.wav,16.76
2300-131720-0004.wav,19.91
2300-131720-0005.wav,6.90
2300-131720-0006.wav,4.12
2300-131720-0007.wav,13.45
2300-131720-0008.wav,9.12
2300-131720-0009.wav,9.61
2300-131720-0010.wav,10.82
2300-131720-0011.wav,15.88
2300-131720-0012.wav,11.14
2300-131720-0013.wav,13.89
2300-131720-0014.wav,3.75
2300-131720-0015.wav,8.88
2300-131720-0016.wav,20.02
2300-131720-0017.wav,19.91
2300-131720-0018.wav,12.54
2300-131720-0019.wav,14.82
2300-131720-0020.wav,10.35
2300-131720-0021.wav,10.95
2300-131720-0022.wav,13.66
2300-131720-0023.wav,11.06
2300-131720-0024.wav,4.77
2300-131720-0025.wav,15.28
2300-131720-0026.wav,17.59
2300-131720-0027.wav,8.62
2300-131720-0028.wav,25.94
2300-131720-0029.wav,6.42
2300-131720-0030.wav,9.98
2300-131720-0031.wav,16.59
2300-131720-0032.wav,11.69
2300-131720-0033.wav,17.61
2300-131720-0034.wav,8.61
2300-131720-0035.wav,25.49
2300-131720-0036.wav,7.08
2300-131720-0037.wav,7.96
2300-131720-0038.wav,5.61
2300-131720-0039.wav,2.38
2300-131720-0040.wav,5.46
2300-131720-0041.wav,3.75
237-126133-0000.wav,13.29
237-126133-0001.wav,11.96
237-126133-0002.wav,8.92
237-126133-0003.wav,6.56
237-126133-0004.wav,3.29
237-126133-0005.wav,6.51
237-126133-0006.wav,6.15
237-126133-0007.wav,8.68
237-126133-0008.wav,3.87
237-126133-0009.wav,3.97
237-126133-0010.wav,6.24
237-126133-0011.wav,6.71
237-126133-0012.wav,4.45
237-126133-0013.wav,6.82
237-126133-0014.wav,6.79
237-126133-0015.wav,9.34
237-126133-0016.wav,4.25
237-126133-0017.wav,6.21
237-126133-0018.wav,4.09
237-126133-0019.wav,7.12
237-126133-0020.wav,2.24
237-126133-0021.wav,4.37
237-126133-0022.wav,5.04
237-126133-0023.wav,6.67
237-126133-0024.wav,9.66
237-126133-0025.wav,3.75
237-134493-0000.wav,4.11
237-134493-0001.wav,7.38
237-134493-0002.wav,11.39
237-134493-0003.wav,12.77
237-134493-0004.wav,6.83
237-134493-0005.wav,10.95
237-134493-0006.wav,4.39
237-134493-0007.wav,2.04
237-134493-0008.wav,2.31
237-134493-0009.wav,2.98
237-134493-0010.wav,2.88
237-134493-0011.wav,5.04
237-134493-0012.wav,3.66
237-134493-0013.wav,4.09
237-134493-0014.wav,3.70
237-134493-0015.wav,6.55
237-134493-0016.wav,10.09
237-134493-0017.wav,9.11
237-134493-0018.wav,4.79
237-134500-0000.wav,6.13
237-134500-0001.wav,1.81
237-134500-0002.wav,5.07
237-134500-0003.wav,3.17
237-134500-0004.wav,2.23
237-134500-0005.wav,2.39
237-134500-0006.wav,4.22
237-134500-0007.wav,2.39
237-134500-0008.wav,3.76
237-134500-0009.wav,2.22
237-134500-0010.wav,4.00
237-134500-0011.wav,3.35
237-134500-0012.wav,10.94
237-134500-0013.wav,10.56
237-134500-0014.wav,4.25
237-134500-0015.wav,10.81
237-134500-0016.wav,3.16
237-134500-0017.wav,2.18
237-134500-0018.wav,12.85
237-134500-0019.wav,2.86
237-134500-0020.wav,2.18
237-134500-0021.wav,5.12
237-134500-0022.wav,5.17
237-134500-0023.wav,3.06
237-134500-0024.wav,4.41
237-134500-0025.wav,1.63
237-134500-0026.wav,3.05
237-134500-0027.wav,3.27
237-134500-0028.wav,4.52
237-134500-0029.wav,2.06
237-134500-0030.wav,2.78
237-134500-0031.wav,10.61
237-134500-0032.wav,5.03
237-134500-0033.wav,6.35
237-134500-0034.wav,3.08
237-134500-0035.wav,2.56
237-134500-0036.wav,6.60
237-134500-0037.wav,7.11
237-134500-0038.wav,2.44
237-134500-0039.wav,4.63
237-134500-0040.wav,4.03
237-134500-0041.wav,8.92
237-134500-0042.wav,2.58
260-123286-0000.wav,7.04
260-123286-0001.wav,3.07
260-123286-0002.wav,9.98
260-123286-0003.wav,7.37
260-123286-0004.wav,3.46
260-123286-0005.wav,4.81
260-123286-0006.wav,7.41
260-123286-0007.wav,4.55
260-123286-0008.wav,3.73
260-123286-0009.wav,5.79
260-123286-0010.wav,2.58
260-123286-0011.wav,4.25
260-123286-0012.wav,2.43
260-123286-0013.wav,4.73
260-123286-0014.wav,2.98
260-123286-0015.wav,5.21
260-123286-0016.wav,7.00
260-123286-0017.wav,3.98
260-123286-0018.wav,5.67
260-123286-0019.wav,11.90
260-123286-0020.wav,3.06
260-123286-0021.wav,2.55
260-123286-0022.wav,3.23
260-123286-0023.wav,5.88
260-123286-0024.wav,3.04
260-123286-0025.wav,9.21
260-123286-0026.wav,6.94
260-123286-0027.wav,7.17
260-123286-0028.wav,7.46
260-123286-0029.wav,4.54
260-123286-0030.wav,7.53
260-123286-0031.wav,5.06
260-123288-0000.wav,3.04
260-123288-0001.wav,5.08
260-123288-0002.wav,7.25
260-123288-0003.wav,8.90
260-123288-0004.wav,4.31
260-123288-0005.wav,12.55
260-123288-0006.wav,4.88
260-123288-0007.wav,11.20
260-123288-0008.wav,5.51
260-123288-0009.wav,3.44
260-123288-0010.wav,9.99
260-123288-0011.wav,8.98
260-123288-0012.wav,3.54
260-123288-0013.wav,11.39
260-123288-0014.wav,1.80
260-123288-0015.wav,21.18
260-123288-0016.wav,4.87
260-123288-0017.wav,5.22
260-123288-0018.wav,3.25
260-123288-0019.wav,2.96
260-123288-0020.wav,2.90
260-123288-0021.wav,2.71
260-123288-0022.wav,3.71
260-123288-0023.wav,2.38
260-123288-0024.wav,14.60
260-123288-0025.wav,13.45
260-123288-0026.wav,16.04
260-123288-0027.wav,6.30
260-123288-0028.wav,2.61
260-123440-0000.wav,2.17
260-123440-0001.wav,1.74
260-123440-0002.wav,14.71
260-123440-0003.wav,3.58
260-123440-0004.wav,12.02
260-123440-0005.wav,3.10
260-123440-0006.wav,2.71
260-123440-0007.wav,3.38
260-123440-0008.wav,3.75
260-123440-0009.wav,3.12
260-123440-0010.wav,8.31
260-123440-0011.wav,4.87
260-123440-0012.wav,5.25
260-123440-0013.wav,3.48
260-123440-0014.wav,3.81
260-123440-0015.wav,6.20
260-123440-0016.wav,4.89
260-123440-0017.wav,3.07
260-123440-0018.wav,3.64
260-123440-0019.wav,6.63
260-123440-0020.wav,5.00
2830-3979-0000.wav,6.12
2830-3979-0001.wav,16.13
2830-3979-0002.wav,4.32
2830-3979-0003.wav,8.09
2830-3979-0004.wav,1.95
2830-3979-0005.wav,2.10
2830-3979-0006.wav,4.55
2830-3979-0007.wav,14.68
2830-3979-0008.wav,9.44
2830-3979-0009.wav,8.35
2830-3979-0010.wav,3.36
2830-3979-0011.wav,9.45
2830-3979-0012.wav,3.62
2830-3980-0000.wav,3.73
2830-3980-0001.wav,3.94
2830-3980-0002.wav,2.02
2830-3980-0003.wav,2.48
2830-3980-0004.wav,3.81
2830-3980-0005.wav,6.45
2830-3980-0006.wav,6.41
2830-3980-0007.wav,10.19
2830-3980-0008.wav,4.84
2830-3980-0009.wav,3.88
2830-3980-0010.wav,6.53
2830-3980-0011.wav,5.53
2830-3980-0012.wav,3.42
2830-3980-0013.wav,4.14
2830-3980-0014.wav,2.52
2830-3980-0015.wav,2.69
2830-3980-0016.wav,2.37
2830-3980-0017.wav,3.67
2830-3980-0018.wav,3.42
2830-3980-0019.wav,7.01
2830-3980-0020.wav,3.46
2830-3980-0021.wav,2.91
2830-3980-0022.wav,3.27
2830-3980-0023.wav,6.16
2830-3980-0024.wav,3.94
2830-3980-0025.wav,8.79
2830-3980-0026.wav,1.49
2830-3980-0027.wav,2.27
2830-3980-0028.wav,3.54
2830-3980-0029.wav,9.07
2830-3980-0030.wav,5.25
2830-3980-0031.wav,8.48
2830-3980-0032.wav,7.22
2830-3980-0033.wav,2.71
2830-3980-0034.wav,2.97
2830-3980-0035.wav,3.33
2830-3980-0036.wav,5.76
2830-3980-0037.wav,6.42
2830-3980-0038.wav,5.54
2830-3980-0039.wav,5.20
2830-3980-0040.wav,2.62
2830-3980-0041.wav,4.89
2830-3980-0042.wav,3.02
2830-3980-0043.wav,1.98
2830-3980-0044.wav,3.49
2830-3980-0045.wav,3.51
2830-3980-0046.wav,2.84
2830-3980-0047.wav,7.87
2830-3980-0048.wav,10.44
2830-3980-0049.wav,3.42
2830-3980-0050.wav,7.47
2830-3980-0051.wav,6.44
2830-3980-0052.wav,4.88
2830-3980-0053.wav,5.01
2830-3980-0054.wav,10.09
2830-3980-0055.wav,7.33
2830-3980-0056.wav,5.35
2830-3980-0057.wav,8.07
2830-3980-0058.wav,2.69
2830-3980-0059.wav,1.82
2830-3980-0060.wav,2.67
2830-3980-0061.wav,7.12
2830-3980-0062.wav,5.44
2830-3980-0063.wav,5.42
2830-3980-0064.wav,2.88
2830-3980-0065.wav,6.51
2830-3980-0066.wav,6.08
2830-3980-0067.wav,8.13
2830-3980-0068.wav,5.00
2830-3980-0069.wav,5.56
2830-3980-0070.wav,3.73
2830-3980-0071.wav,3.96
2830-3980-0072.wav,4.86
2830-3980-0073.wav,16.56
2830-3980-0074.wav,5.70
2830-3980-0075.wav,5.79
2830-3980-0076.wav,4.81
2961-960-0000.wav,27.18
2961-960-0001.wav,8.25
2961-960-0002.wav,15.35
2961-960-0003.wav,17.32
2961-960-0004.wav,8.22
2961-960-0005.wav,10.36
2961-960-0006.wav,15.72
2961-960-0007.wav,7.64
2961-960-0008.wav,15.46
2961-960-0009.wav,11.86
2961-960-0010.wav,20.46
2961-960-0011.wav,20.88
2961-960-0012.wav,6.89
2961-960-0013.wav,10.57
2961-960-0014.wav,8.78
